기준년월,지자체,KTO업종중분류명,소비액(천원)
202501,서울특별시,관광총소비,5.42053166E8
202501,서울특별시,호텔,5.5653883E7
202501,서울특별시,콘도,203615.0
202501,서울특별시,캠핑장/펜션,79395.0
202501,서울특별시,기타숙박,1.0853468E7
202501,서울특별시,여행업,659409.0
202501,서울특별시,육상운송,1.0381659E7
202501,서울특별시,수상운송,14431.0
202501,서울특별시,항공운송,1743771.0
202501,서울특별시,렌터카,99604.0
202501,서울특별시,면세점,2.56372E7
202501,서울특별시,기타관광쇼핑,9.8685952E7
202501,서울특별시,레저용품쇼핑,8866235.0
202501,서울특별시,대형쇼핑몰,1.23937071E8
202501,서울특별시,카지노,2.4749021E7
202501,서울특별시,관광유원시설,10177.0
202501,서울특별시,골프장,311993.0
202501,서울특별시,기타레저,1714125.0
202501,서울특별시,문화서비스,732154.0
202501,서울특별시,의료관광,7.945163E7
202501,서울특별시,뷰티,2.5297031E7
202501,서울특별시,일반외식업,6.0219046E7
202501,서울특별시,제과음료업,1.2752295E7
202501,부산광역시,관광총소비,5.4648227E7
202501,부산광역시,호텔,2020915.0
202501,부산광역시,캠핑장/펜션,6062.0
202501,부산광역시,기타숙박,1522824.0
202501,부산광역시,여행업,2950.0
202501,부산광역시,육상운송,284475.0
202501,부산광역시,수상운송,28222.0
202501,부산광역시,항공운송,2349.0
202501,부산광역시,렌터카,12172.0
202501,부산광역시,면세점,3812205.0
202501,부산광역시,기타관광쇼핑,5540535.0
202501,부산광역시,레저용품쇼핑,319082.0
202501,부산광역시,대형쇼핑몰,2.068777E7
202501,부산광역시,카지노,7582354.0
202501,부산광역시,관광유원시설,124219.0
202501,부산광역시,골프장,20034.0
202501,부산광역시,기타레저,277179.0
202501,부산광역시,문화서비스,24995.0
202501,부산광역시,의료관광,2828531.0
202501,부산광역시,뷰티,1500368.0
202501,부산광역시,일반외식업,7150633.0
202501,부산광역시,제과음료업,900352.0
202501,대구광역시,관광총소비,4476363.0
202501,대구광역시,호텔,400702.0
202501,대구광역시,콘도,259.0
202501,대구광역시,캠핑장/펜션,275.0
202501,대구광역시,기타숙박,230242.0
202501,대구광역시,여행업,79491.0
202501,대구광역시,육상운송,83969.0
202501,대구광역시,항공운송,74790.0
202501,대구광역시,렌터카,3928.0
202501,대구광역시,기타관광쇼핑,706623.0
202501,대구광역시,레저용품쇼핑,145534.0
202501,대구광역시,대형쇼핑몰,813383.0
202501,대구광역시,관광유원시설,33047.0
202501,대구광역시,골프장,15112.0
202501,대구광역시,기타레저,53117.0
202501,대구광역시,문화서비스,4666.0
202501,대구광역시,의료관광,553758.0
202501,대구광역시,뷰티,110155.0
202501,대구광역시,일반외식업,990126.0
202501,대구광역시,제과음료업,177186.0
202501,인천광역시,관광총소비,7.3902427E7
202501,인천광역시,호텔,3.3691138E7
202501,인천광역시,캠핑장/펜션,10855.0
202501,인천광역시,기타숙박,501165.0
202501,인천광역시,여행업,8782.0
202501,인천광역시,육상운송,565498.0
202501,인천광역시,항공운송,547.0
202501,인천광역시,렌터카,421698.0
202501,인천광역시,면세점,2.2799701E7
202501,인천광역시,기타관광쇼핑,3188562.0
202501,인천광역시,레저용품쇼핑,131828.0
202501,인천광역시,대형쇼핑몰,3708961.0
202501,인천광역시,관광유원시설,7301.0
202501,인천광역시,골프장,18067.0
202501,인천광역시,기타레저,135792.0
202501,인천광역시,문화서비스,4363.0
202501,인천광역시,의료관광,1540908.0
202501,인천광역시,뷰티,330034.0
202501,인천광역시,일반외식업,4308368.0
202501,인천광역시,제과음료업,2528861.0
202501,광주광역시,관광총소비,1536205.0
202501,광주광역시,호텔,54732.0
202501,광주광역시,캠핑장/펜션,325.0
202501,광주광역시,기타숙박,222401.0
202501,광주광역시,육상운송,19945.0
202501,광주광역시,렌터카,2170.0
202501,광주광역시,기타관광쇼핑,329460.0
202501,광주광역시,레저용품쇼핑,22032.0
202501,광주광역시,대형쇼핑몰,360380.0
202501,광주광역시,관광유원시설,291.0
202501,광주광역시,골프장,1228.0
202501,광주광역시,기타레저,18196.0
202501,광주광역시,문화서비스,30157.0
202501,광주광역시,의료관광,119936.0
202501,광주광역시,뷰티,42382.0
202501,광주광역시,일반외식업,268623.0
202501,광주광역시,제과음료업,43945.0
202501,대전광역시,관광총소비,2871264.0
202501,대전광역시,호텔,150151.0
202501,대전광역시,캠핑장/펜션,16.0
202501,대전광역시,기타숙박,304562.0
202501,대전광역시,육상운송,820436.0
202501,대전광역시,렌터카,3113.0
202501,대전광역시,기타관광쇼핑,280211.0
202501,대전광역시,레저용품쇼핑,13286.0
202501,대전광역시,대형쇼핑몰,558636.0
202501,대전광역시,관광유원시설,832.0
202501,대전광역시,골프장,667.0
202501,대전광역시,기타레저,16232.0
202501,대전광역시,문화서비스,1690.0
202501,대전광역시,의료관광,151496.0
202501,대전광역시,뷰티,55663.0
202501,대전광역시,일반외식업,433226.0
202501,대전광역시,제과음료업,81047.0
202501,울산광역시,관광총소비,1411110.0
202501,울산광역시,호텔,366010.0
202501,울산광역시,캠핑장/펜션,430.0
202501,울산광역시,기타숙박,76889.0
202501,울산광역시,여행업,469.0
202501,울산광역시,육상운송,29634.0
202501,울산광역시,렌터카,3977.0
202501,울산광역시,기타관광쇼핑,166873.0
202501,울산광역시,레저용품쇼핑,5450.0
202501,울산광역시,대형쇼핑몰,290767.0
202501,울산광역시,관광유원시설,51.0
202501,울산광역시,골프장,4683.0
202501,울산광역시,기타레저,14703.0
202501,울산광역시,문화서비스,509.0
202501,울산광역시,의료관광,84361.0
202501,울산광역시,뷰티,18053.0
202501,울산광역시,일반외식업,316081.0
202501,울산광역시,제과음료업,32169.0
202501,세종특별자치시,관광총소비,298034.0
202501,세종특별자치시,기타숙박,64737.0
202501,세종특별자치시,육상운송,12114.0
202501,세종특별자치시,기타관광쇼핑,42778.0
202501,세종특별자치시,레저용품쇼핑,2386.0
202501,세종특별자치시,대형쇼핑몰,19144.0
202501,세종특별자치시,관광유원시설,10.0
202501,세종특별자치시,골프장,5658.0
202501,세종특별자치시,기타레저,5033.0
202501,세종특별자치시,문화서비스,186.0
202501,세종특별자치시,의료관광,22268.0
202501,세종특별자치시,뷰티,9042.0
202501,세종특별자치시,일반외식업,100373.0
202501,세종특별자치시,제과음료업,14305.0
202501,경기도,관광총소비,6.036017E7
202501,경기도,호텔,2488003.0
202501,경기도,콘도,29092.0
202501,경기도,캠핑장/펜션,35699.0
202501,경기도,기타숙박,5125884.0
202501,경기도,여행업,34844.0
202501,경기도,육상운송,1449562.0
202501,경기도,수상운송,5213.0
202501,경기도,렌터카,320126.0
202501,경기도,기타관광쇼핑,9973769.0
202501,경기도,레저용품쇼핑,3960114.0
202501,경기도,대형쇼핑몰,1.6755844E7
202501,경기도,관광유원시설,382495.0
202501,경기도,골프장,96035.0
202501,경기도,스키장,431.0
202501,경기도,기타레저,686431.0
202501,경기도,문화서비스,131876.0
202501,경기도,의료관광,4447539.0
202501,경기도,뷰티,1872678.0
202501,경기도,일반외식업,1.1277841E7
202501,경기도,제과음료업,1286693.0
202501,충청북도,관광총소비,1916371.0
202501,충청북도,호텔,118073.0
202501,충청북도,콘도,212.0
202501,충청북도,캠핑장/펜션,33149.0
202501,충청북도,기타숙박,240002.0
202501,충청북도,육상운송,63965.0
202501,충청북도,항공운송,5926.0
202501,충청북도,렌터카,8234.0
202501,충청북도,면세점,20432.0
202501,충청북도,기타관광쇼핑,365337.0
202501,충청북도,레저용품쇼핑,30718.0
202501,충청북도,대형쇼핑몰,314522.0
202501,충청북도,관광유원시설,3507.0
202501,충청북도,골프장,5366.0
202501,충청북도,기타레저,14375.0
202501,충청북도,문화서비스,896.0
202501,충청북도,의료관광,132193.0
202501,충청북도,뷰티,28736.0
202501,충청북도,일반외식업,476485.0
202501,충청북도,제과음료업,54243.0
202501,충청남도,관광총소비,3352624.0
202501,충청남도,호텔,44665.0
202501,충청남도,콘도,24891.0
202501,충청남도,캠핑장/펜션,3745.0
202501,충청남도,기타숙박,499854.0
202501,충청남도,여행업,700.0
202501,충청남도,육상운송,133699.0
202501,충청남도,렌터카,2422.0
202501,충청남도,기타관광쇼핑,927568.0
202501,충청남도,레저용품쇼핑,47590.0
202501,충청남도,대형쇼핑몰,457888.0
202501,충청남도,관광유원시설,1802.0
202501,충청남도,골프장,8150.0
202501,충청남도,기타레저,55811.0
202501,충청남도,문화서비스,1087.0
202501,충청남도,의료관광,202168.0
202501,충청남도,뷰티,55426.0
202501,충청남도,일반외식업,780211.0
202501,충청남도,제과음료업,104946.0
202501,전라남도,관광총소비,1404335.0
202501,전라남도,호텔,44988.0
202501,전라남도,콘도,16755.0
202501,전라남도,캠핑장/펜션,6376.0
202501,전라남도,기타숙박,270188.0
202501,전라남도,여행업,104.0
202501,전라남도,육상운송,43873.0
202501,전라남도,수상운송,148.0
202501,전라남도,렌터카,27806.0
