기준년월,지자체,KTO업종중분류명,소비액(천원)
201801,서울특별시,관광총소비,2.8045855E8
201801,서울특별시,호텔,4.0670757E7
201801,서울특별시,콘도,81856.0
201801,서울특별시,캠핑장/펜션,180730.0
201801,서울특별시,기타숙박,4711323.0
201801,서울특별시,여행업,437907.0
201801,서울특별시,육상운송,2305082.0
201801,서울특별시,항공운송,1532572.0
201801,서울특별시,렌터카,47859.0
201801,서울특별시,면세점,3.0712875E7
201801,서울특별시,기타관광쇼핑,4.1691442E7
201801,서울특별시,레저용품쇼핑,3603757.0
201801,서울특별시,대형쇼핑몰,9.1298524E7
201801,서울특별시,카지노,1.3656409E7
201801,서울특별시,관광유원시설,8498.0
201801,서울특별시,골프장,13370.0
201801,서울특별시,기타레저,326257.0
201801,서울특별시,문화서비스,453244.0
201801,서울특별시,의료관광,1.6789349E7
201801,서울특별시,뷰티,1.3714868E7
201801,서울특별시,일반외식업,1.5629161E7
201801,서울특별시,제과음료업,2592709.0
201801,부산광역시,관광총소비,2.3402963E7
201801,부산광역시,호텔,1819192.0
201801,부산광역시,콘도,879.0
201801,부산광역시,캠핑장/펜션,6749.0
201801,부산광역시,기타숙박,428266.0
201801,부산광역시,여행업,15687.0
201801,부산광역시,육상운송,106731.0
201801,부산광역시,수상운송,7071.0
201801,부산광역시,항공운송,1460.0
201801,부산광역시,렌터카,18372.0
201801,부산광역시,면세점,2736906.0
201801,부산광역시,기타관광쇼핑,1892283.0
201801,부산광역시,레저용품쇼핑,166116.0
201801,부산광역시,대형쇼핑몰,5477307.0
201801,부산광역시,카지노,7949910.0
201801,부산광역시,관광유원시설,17958.0
201801,부산광역시,골프장,9576.0
201801,부산광역시,기타레저,29629.0
201801,부산광역시,문화서비스,7601.0
201801,부산광역시,의료관광,808013.0
201801,부산광역시,뷰티,950268.0
201801,부산광역시,일반외식업,875198.0
201801,부산광역시,제과음료업,77793.0
201801,대구광역시,관광총소비,3020290.0
201801,대구광역시,호텔,701388.0
201801,대구광역시,캠핑장/펜션,2766.0
201801,대구광역시,기타숙박,98872.0
201801,대구광역시,육상운송,74258.0
201801,대구광역시,렌터카,1029.0
201801,대구광역시,기타관광쇼핑,649004.0
201801,대구광역시,레저용품쇼핑,50945.0
201801,대구광역시,대형쇼핑몰,685634.0
201801,대구광역시,관광유원시설,7692.0
201801,대구광역시,골프장,696.0
201801,대구광역시,기타레저,43370.0
201801,대구광역시,문화서비스,5352.0
201801,대구광역시,의료관광,302736.0
201801,대구광역시,뷰티,68537.0
201801,대구광역시,일반외식업,278926.0
201801,대구광역시,제과음료업,49085.0
201801,인천광역시,관광총소비,3.7278114E7
201801,인천광역시,호텔,9805651.0
201801,인천광역시,캠핑장/펜션,4831.0
201801,인천광역시,기타숙박,445974.0
201801,인천광역시,여행업,7652.0
201801,인천광역시,육상운송,142859.0
201801,인천광역시,수상운송,565.0
201801,인천광역시,항공운송,145829.0
201801,인천광역시,렌터카,191330.0
201801,인천광역시,면세점,2.1297432E7
201801,인천광역시,기타관광쇼핑,743845.0
201801,인천광역시,레저용품쇼핑,37379.0
201801,인천광역시,대형쇼핑몰,1642093.0
201801,인천광역시,관광유원시설,44.0
201801,인천광역시,골프장,10710.0
201801,인천광역시,기타레저,21509.0
201801,인천광역시,문화서비스,14282.0
201801,인천광역시,의료관광,627320.0
201801,인천광역시,뷰티,72478.0
201801,인천광역시,일반외식업,1490217.0
201801,인천광역시,제과음료업,576114.0
201801,광주광역시,관광총소비,985685.0
201801,광주광역시,호텔,109855.0
201801,광주광역시,캠핑장/펜션,105.0
201801,광주광역시,기타숙박,356666.0
201801,광주광역시,육상운송,6091.0
201801,광주광역시,렌터카,459.0
201801,광주광역시,기타관광쇼핑,85679.0
201801,광주광역시,레저용품쇼핑,31291.0
201801,광주광역시,대형쇼핑몰,239479.0
201801,광주광역시,관광유원시설,12.0
201801,광주광역시,골프장,80.0
201801,광주광역시,기타레저,1393.0
201801,광주광역시,문화서비스,479.0
201801,광주광역시,의료관광,34931.0
201801,광주광역시,뷰티,13491.0
201801,광주광역시,일반외식업,95201.0
201801,광주광역시,제과음료업,10472.0
201801,대전광역시,관광총소비,1865199.0
201801,대전광역시,호텔,314436.0
201801,대전광역시,캠핑장/펜션,578.0
201801,대전광역시,기타숙박,60810.0
201801,대전광역시,육상운송,786878.0
201801,대전광역시,면세점,1263.0
201801,대전광역시,기타관광쇼핑,116550.0
201801,대전광역시,레저용품쇼핑,16100.0
201801,대전광역시,대형쇼핑몰,293114.0
201801,대전광역시,관광유원시설,55.0
201801,대전광역시,골프장,13851.0
201801,대전광역시,기타레저,8622.0
201801,대전광역시,문화서비스,1267.0
201801,대전광역시,의료관광,71852.0
201801,대전광역시,뷰티,32849.0
201801,대전광역시,일반외식업,131173.0
201801,대전광역시,제과음료업,15801.0
201801,울산광역시,관광총소비,1030543.0
201801,울산광역시,호텔,594926.0
201801,울산광역시,캠핑장/펜션,1840.0
201801,울산광역시,기타숙박,12116.0
201801,울산광역시,여행업,735.0
201801,울산광역시,육상운송,12833.0
201801,울산광역시,렌터카,1910.0
201801,울산광역시,면세점,2766.0
201801,울산광역시,기타관광쇼핑,50708.0
201801,울산광역시,레저용품쇼핑,3832.0
201801,울산광역시,대형쇼핑몰,190752.0
201801,울산광역시,골프장,1049.0
201801,울산광역시,기타레저,833.0
201801,울산광역시,문화서비스,556.0
201801,울산광역시,의료관광,27338.0
201801,울산광역시,뷰티,9708.0
201801,울산광역시,일반외식업,110997.0
201801,울산광역시,제과음료업,7643.0
201801,세종특별자치시,관광총소비,57398.0
201801,세종특별자치시,기타숙박,8523.0
201801,세종특별자치시,육상운송,3073.0
201801,세종특별자치시,기타관광쇼핑,10666.0
201801,세종특별자치시,레저용품쇼핑,1311.0
201801,세종특별자치시,대형쇼핑몰,16661.0
201801,세종특별자치시,기타레저,16.0
201801,세종특별자치시,의료관광,2848.0
201801,세종특별자치시,뷰티,2077.0
201801,세종특별자치시,일반외식업,10074.0
201801,세종특별자치시,제과음료업,2148.0
201801,경기도,관광총소비,2.7216676E7
201801,경기도,호텔,3962623.0
201801,경기도,콘도,17298.0
201801,경기도,캠핑장/펜션,53304.0
201801,경기도,기타숙박,4216761.0
201801,경기도,여행업,64210.0
201801,경기도,육상운송,257542.0
201801,경기도,수상운송,378.0
201801,경기도,렌터카,56021.0
201801,경기도,면세점,134.0
201801,경기도,기타관광쇼핑,4581999.0
201801,경기도,레저용품쇼핑,549640.0
201801,경기도,대형쇼핑몰,6618745.0
201801,경기도,관광유원시설,106511.0
201801,경기도,골프장,24667.0
201801,경기도,스키장,33428.0
201801,경기도,기타레저,103578.0
201801,경기도,문화서비스,21651.0
201801,경기도,의료관광,2177817.0
201801,경기도,뷰티,365874.0
201801,경기도,일반외식업,3739216.0
201801,경기도,제과음료업,265281.0
201801,충청북도,관광총소비,684757.0
201801,충청북도,호텔,85205.0
201801,충청북도,콘도,364.0
201801,충청북도,캠핑장/펜션,456.0
201801,충청북도,기타숙박,205576.0
