기준년월,지자체,KTO업종중분류명,소비액(천원)
201901,서울특별시,관광총소비,2.89653941E8
201901,서울특별시,호텔,4.057548E7
201901,서울특별시,콘도,94168.0
201901,서울특별시,캠핑장/펜션,117492.0
201901,서울특별시,기타숙박,5659937.0
201901,서울특별시,여행업,434886.0
201901,서울특별시,육상운송,5806203.0
201901,서울특별시,수상운송,7341.0
201901,서울특별시,항공운송,1261950.0
201901,서울특별시,렌터카,38113.0
201901,서울특별시,면세점,3.5718157E7
201901,서울특별시,기타관광쇼핑,4.5405093E7
201901,서울특별시,레저용품쇼핑,3805932.0
201901,서울특별시,대형쇼핑몰,6.2104294E7
201901,서울특별시,카지노,2.5558568E7
201901,서울특별시,관광유원시설,4437.0
201901,서울특별시,골프장,20279.0
201901,서울특별시,기타레저,483903.0
201901,서울특별시,문화서비스,383050.0
201901,서울특별시,의료관광,2.0848622E7
201901,서울특별시,뷰티,1.9002751E7
201901,서울특별시,일반외식업,1.9414543E7
201901,서울특별시,제과음료업,2908740.0
201901,부산광역시,관광총소비,2.7686181E7
201901,부산광역시,호텔,2237675.0
201901,부산광역시,콘도,1819.0
201901,부산광역시,캠핑장/펜션,10642.0
201901,부산광역시,기타숙박,543656.0
201901,부산광역시,여행업,776.0
201901,부산광역시,육상운송,125742.0
201901,부산광역시,수상운송,5038.0
201901,부산광역시,항공운송,25033.0
201901,부산광역시,렌터카,6181.0
201901,부산광역시,면세점,2833598.0
201901,부산광역시,기타관광쇼핑,2379823.0
201901,부산광역시,레저용품쇼핑,215575.0
201901,부산광역시,대형쇼핑몰,6226640.0
201901,부산광역시,카지노,9423477.0
201901,부산광역시,관광유원시설,25506.0
201901,부산광역시,골프장,15866.0
201901,부산광역시,기타레저,120179.0
201901,부산광역시,문화서비스,4523.0
201901,부산광역시,의료관광,1192870.0
201901,부산광역시,뷰티,936629.0
201901,부산광역시,일반외식업,1245364.0
201901,부산광역시,제과음료업,109571.0
201901,대구광역시,관광총소비,3459448.0
201901,대구광역시,호텔,863053.0
201901,대구광역시,캠핑장/펜션,1513.0
201901,대구광역시,기타숙박,99761.0
201901,대구광역시,여행업,1340.0
201901,대구광역시,육상운송,21515.0
201901,대구광역시,항공운송,11113.0
201901,대구광역시,렌터카,2052.0
201901,대구광역시,기타관광쇼핑,1000094.0
201901,대구광역시,레저용품쇼핑,51606.0
201901,대구광역시,대형쇼핑몰,646627.0
201901,대구광역시,관광유원시설,11513.0
201901,대구광역시,골프장,220.0
201901,대구광역시,기타레저,30829.0
201901,대구광역시,문화서비스,3884.0
201901,대구광역시,의료관광,232827.0
201901,대구광역시,뷰티,54585.0
201901,대구광역시,일반외식업,375619.0
201901,대구광역시,제과음료업,51298.0
201901,인천광역시,관광총소비,4.0893951E7
201901,인천광역시,호텔,1.5494042E7
201901,인천광역시,캠핑장/펜션,11152.0
201901,인천광역시,기타숙박,461014.0
201901,인천광역시,여행업,13880.0
201901,인천광역시,육상운송,116690.0
201901,인천광역시,수상운송,422.0
201901,인천광역시,항공운송,46680.0
201901,인천광역시,렌터카,240453.0
201901,인천광역시,면세점,1.8551492E7
201901,인천광역시,기타관광쇼핑,950534.0
201901,인천광역시,레저용품쇼핑,38579.0
201901,인천광역시,대형쇼핑몰,1884253.0
201901,인천광역시,관광유원시설,40.0
201901,인천광역시,골프장,2545.0
201901,인천광역시,기타레저,55108.0
201901,인천광역시,문화서비스,1759.0
201901,인천광역시,의료관광,624752.0
201901,인천광역시,뷰티,87618.0
201901,인천광역시,일반외식업,1677542.0
201901,인천광역시,제과음료업,635395.0
201901,광주광역시,관광총소비,639920.0
201901,광주광역시,호텔,49952.0
201901,광주광역시,캠핑장/펜션,85.0
201901,광주광역시,기타숙박,104593.0
201901,광주광역시,육상운송,4465.0
201901,광주광역시,렌터카,165.0
201901,광주광역시,기타관광쇼핑,65403.0
201901,광주광역시,레저용품쇼핑,21585.0
201901,광주광역시,대형쇼핑몰,215511.0
201901,광주광역시,관광유원시설,43.0
201901,광주광역시,골프장,293.0
201901,광주광역시,기타레저,4360.0
201901,광주광역시,문화서비스,26292.0
201901,광주광역시,의료관광,47873.0
201901,광주광역시,뷰티,13442.0
201901,광주광역시,일반외식업,77254.0
201901,광주광역시,제과음료업,8606.0
201901,대전광역시,관광총소비,1821149.0
201901,대전광역시,호텔,223329.0
201901,대전광역시,기타숙박,55108.0
201901,대전광역시,육상운송,729753.0
201901,대전광역시,렌터카,550.0
201901,대전광역시,기타관광쇼핑,156681.0
201901,대전광역시,레저용품쇼핑,7640.0
201901,대전광역시,대형쇼핑몰,250717.0
201901,대전광역시,관광유원시설,149.0
201901,대전광역시,골프장,48753.0
201901,대전광역시,기타레저,4429.0
201901,대전광역시,문화서비스,882.0
201901,대전광역시,의료관광,84696.0
201901,대전광역시,뷰티,74703.0
201901,대전광역시,일반외식업,165459.0
201901,대전광역시,제과음료업,18299.0
201901,울산광역시,관광총소비,954593.0
201901,울산광역시,호텔,454963.0
201901,울산광역시,캠핑장/펜션,289.0
201901,울산광역시,기타숙박,38870.0
201901,울산광역시,여행업,811.0
201901,울산광역시,육상운송,13605.0
