기준년월,순위,값(%)
2022,1위,YouTube(28%)
2022,2위,Instagram(26.9%)
2022,3위,활용 계획 없음(14.1%)
2022,4위,Twitter(X)(12.3%)
2022,5위,Facebook(6.6%)
2023,1위,YouTube(30.6%)
2023,2위,Instagram(18.9%)
2023,3위,Twitter(X)(10.8%)
2023,4위,활용 계획 없음(10.6%)
2023,5위,Facebook(7.1%)
2024,1위,YouTube(25.1%)
2024,2위,Instagram(19.9%)
2024,3위,Twitter(X)(10.6%)
2024,4위,활용 계획 없음(9.2%)
2024,5위,TikTok(7.8%)
