기준연월,방한 외래관광객(명),환율(원),환율 계산 방법,유가(달러),유가 계산 방법
202208,26482.0,970.65,원/일본엔(100엔),96.63,달러/배럴
202209,27560.0,993.25,원/일본엔(100엔),90.95,달러/배럴
202210,67159.0,961.19,원/일본엔(100엔),91.16,달러/배럴
202211,62422.0,959.54,원/일본엔(100엔),86.26,달러/배럴
202212,84175.0,953.18,원/일본엔(100엔),77.22,달러/배럴
202301,66900.0,942.22,원/일본엔(100엔),80.42,달러/배럴
202302,94393.0,967.36,원/일본엔(100엔),82.11,달러/배럴
202303,192318.0,981.44,원/일본엔(100엔),78.51,달러/배럴
202304,128309.0,1000.63,원/일본엔(100엔),83.44,달러/배럴
202305,183691.0,945.98,원/일본엔(100엔),74.96,달러/배럴
202306,196512.0,906.97,원/일본엔(100엔),74.99,달러/배럴
202307,211468.0,908.28,원/일본엔(100엔),80.45,달러/배럴
202308,263453.0,905.07,원/일본엔(100엔),86.46,달러/배럴
202309,250102.0,902.22,원/일본엔(100엔),93.25,달러/배럴
202310,255092.0,907.04,원/일본엔(100엔),89.75,달러/배럴
202311,278322.0,877.29,원/일본엔(100엔),83.55,달러/배럴
202312,195869.0,912.66,원/일본엔(100엔),77.33,달러/배럴
202401,143152.0,901.89,원/일본엔(100엔),78.85,달러/배럴
202402,183999.0,885.76,원/일본엔(100엔),80.88,달러/배럴
202403,338742.0,889.48,원/일본엔(100엔),84.18,달러/배럴
202404,229252.0,882.68,원/일본엔(100엔),89.17,달러/배럴
202405,278423.0,877.84,원/일본엔(100엔),84.04,달러/배럴
202406,258431.0,864.31,원/일본엔(100엔),82.56,달러/배럴
202407,242953.0,905.44,원/일본엔(100엔),83.83,달러/배럴
202408,323465.0,921.75,원/일본엔(100엔),77.6,달러/배럴
202409,310652.0,924.51,원/일본엔(100엔),73.52,달러/배럴
202410,323266.0,902.2,원/일본엔(100엔),74.94,달러/배럴
202411,341198.0,920.87,원/일본엔(100엔),72.61,달러/배럴
202412,250546.0,936.48,원/일본엔(100엔),73.23,달러/배럴
202501,174717.0,927.88,원/일본엔(100엔),80.41,달러/배럴
202502,224482.0,961.82,원/일본엔(100엔),77.92,달러/배럴
202503,383312.0,981.76,원/일본엔(100엔),72.49,달러/배럴
202504,257903.0,1011.07,원/일본엔(100엔),67.74,달러/배럴
202505,291626.0,959.27,원/일본엔(100엔),63.73,달러/배럴
202506,287140.0,938.98,원/일본엔(100엔),69.26,달러/배럴
202507,299782.0,926.1,원/일본엔(100엔),70.87,달러/배럴
202508,378852.0,944.79,원/일본엔(100엔),69.39,달러/배럴
202509,370709.0,943.73,원/일본엔(100엔),70.01,달러/배럴
202510,316776.0,923.62,원/일본엔(100엔),65.0,달러/배럴
202511,362879.0,937.29,원/일본엔(100엔),64.47,달러/배럴
202512,304959.0,917.63,원/일본엔(100엔),62.05,달러/배럴
