기준년월,순위,값(%)
2022,1위,Rakuten travel(14.7%)
2022,2위,JTB(10.7%)
2022,3위,활용 계획 없음(9.5%)
2022,4위,HIS(8.4%)
2022,5위,Expedia(7.2%)
2023,1위,Rakuten travel(10.1%)
2023,2위,HIS=JTB(8.4%)
2023,3위,활용 계획 없음(8.1%)
2023,4위,Expedia(6.4%)
2023,5위,日本旅行(5.4%)
2024,1위,Rakuten travel(16.1%)
2024,2위,HIS(11.5%)
2024,3위,日本旅行(8%)
2024,4위,활용 계획 없음(7.1%)
2024,5위,JTB(6.5%)
