기준년월,순위,값(%)
2022,1위,Instagram(20.2%)
2022,2위,Facebook(19%)
2022,3위,Twitter(X)(12.8%)
2022,4위,TikTok(12%)
2022,5위,WhatsApp(8.4%)
2023,1위,YouTube(21.6%)
2023,2위,TikTok(13.6%)
2023,3위,Facebook(12.8%)
2023,4위,Instagram(12.6%)
2023,5위,Twitter(X)(7%)
2024,1위,YouTube(21.3%)
2024,2위,TikTok(16.6%)
2024,3위,Instagram(12%)
2024,4위,Facebook(8.2%)
2024,5위,Twitter(X)(8%)
