기준년월,순위,값(%)
2022,1위,Lion Travel(雄獅旅遊)(17.8%)
2022,2위,Agoda(15.4%)
2022,3위,Booking.com(14.4%)
2022,4위,활용 계획 없음(9.5%)
2022,5위,Colatour(可樂旅遊)(9.1%)
2023,1위,Lion Travel(雄獅旅遊)(17.3%)
2023,2위,Agoda(12.4%)
2023,3위,Booking.com(11.4%)
2023,4위,Colatour(可樂旅遊)(10.6%)
2023,5위,활용 계획 없음(7.8%)
2024,1위,Agoda(14.2%)
2024,2위,Lion Travel(雄獅旅遊)(12.5%)
2024,3위,Booking.com=Colatour(可樂旅遊)(7.7%)
2024,4위,활용 계획 없음(6.9%)
2024,5위,Kkday=Klook(6%)
