기준년월,순위,값(%)
2022,1위,Agoda(14.4%)
2022,2위,Klook(12%)
2022,3위,Booking.com(11.2%)
2022,4위,Singaporeair.com.sg(10.6%)
2022,5위,Expedia(9.4%)
2023,1위,Agoda(14.8%)
2023,2위,Booking.com=Expedia(10.4%)
2023,3위,Singaporeair.com(9.8%)
2023,4위,Klook(7%)
2023,5위,Skyscanner(6%)
2024,1위,Agoda(18.1%)
2024,2위,Booking.com(12.5%)
2024,3위,Expedia(9.2%)
2024,4위,Singaporeair.com(8%)
2024,5위,Trip.com(7.3%)
