기준년월,순위,값(%)
2022,1위,YouTube(37.4%)
2022,2위,Facebook(17.6%)
2022,3위,Instagram(13.8%)
2022,4위,활용 계획 없음(8%)
2022,5위,WhatsApp(7.8%)
2023,1위,YouTube(31.2%)
2023,2위,Facebook(15.6%)
2023,3위,Instagram(13.4%)
2023,4위,WhatsApp(8.2%)
2023,5위,TikTok(7.2%)
2024,1위,YouTube(22.4%)
2024,2위,Instagram(13.3%)
2024,3위,Facebook(13.1%)
2024,4위,TikTok(9.9%)
2024,5위,Netflix(9.2%)
