연령대,남성,여성,남성(비율),여성(비율)
61세 이상,87556.0,117086.0,3.9,5.2
51~60세,140580.0,176942.0,6.3,7.9
41~50세,184857.0,225685.0,8.2,10.0
31~40세,195492.0,249844.0,8.7,11.1
21~30세,183599.0,327881.0,8.2,14.6
20세 이하,151817.0,206622.0,6.8,9.2
