기준년도,재방문율(%),체재 기간(일),1인 평균 지출 경비(USS),1일 평균 지출 경비(USS),전반적 만족도(긍정 응답 비율),관광목적 재방문 의향(긍정 응답 비율),타인 추천 의향(긍정 응답 비율)
2017,28.9,6.5,1202.4,208.6,95.7,73.4,96.1
2018,33.3,7.3,1126.5,191.5,94.8,90,94.3
2019,37.2,6.6,1233.2,218.8,96.3,93.4,95.4
2020,50,11,1064.8,139.8,100,100,95.4
2021,36.4,25.8,3242.2,163.7,97,97,97
2022,42.0,9.5,2380.3,311.3,98.8,94.7,98.3
2023,40.1,8,2437.4,377.4,98.5,94.4,97.3
2024,33.4, 6.7 ,1909.1,329.6,99.5,95.6,99.3
