교통수단,방한 외래관광객(명),비중(%)
기타항구,330560.0,13.7
제주항구,160107.0,6.6
인천항구,38314.0,1.6
부산항구,205848.0,8.5
기타공항,1347.0,0.1
제주공항,24213.0,1.0
김포공항,7294.0,0.3
김해공항,109634.0,4.5
인천공항,1542318.0,63.7
