기준년월,순위,값(%)
2022,1위,YouTube(41.6%)
2022,2위,Instagram(25.8%)
2022,3위,Facebook(10.6%)
2022,4위,TikTok(6.8%)
2022,5위,WhatsApp(6%)
2023,1위,YouTube(34.8%)
2023,2위,Instagram(26.8%)
2023,3위,TikTok(13.6%)
2023,4위,Facebook(7.4%)
2023,5위,Twitter(X)(5.8%)
2024,1위,Instagram(29.7%)
2024,2위,YouTube(24.3%)
2024,3위,TikTok(13.1%)
2024,4위,Facebook(9.5%)
2024,5위,Netflix(7.1%)
