기준년월,순위,값(%)
2022,1위,Booking.com(12.6%)
2022,2위,Expedia(10.8%)
2022,3위,TripAdvisor(9.4%)
2022,4위,Skyscanner(8%)
2022,5위,Easyjet Holidays(7.4%)
2023,1위,Booking.com(17.2%)
2023,2위,활용 계획 없음(11%)
2023,3위,Expedia(10.4%)
2023,4위,Skyscanner(8.2%)
2023,5위,TripAdvisor(7%)
2024,1위,Booking.com(17.8%)
2024,2위,Expedia(8.6%)
2024,3위,TripAdvisor(8.4%)
2024,4위,Hotels.com(6.7%)
2024,5위,Skyscanner(6.2%)
