기준년월,순위,값(%)
2022,1위,Airasia(17%)
2022,2위,Booking.com(16.4%)
2022,3위,Agoda(15%)
2022,4위,Airbnb(9.8%)
2022,5위,활용 계획 없음(8.6%)
2023,1위,Airasia(19.6%)
2023,2위,Agoda(13.2%)
2023,3위,Booking.com(12.8%)
2023,4위,Trivago(11.4%)
2023,5위,Traveloka(7.4%)
2024,1위,Airasia(16.6%)
2024,2위,Booking.com(16.1%)
2024,3위,Agoda(13.5%)
2024,4위,Trivago(9%)
2024,5위,Traveloka(8.6%)
