기준연월,방한 외래관광객(명),환율(원),환율 계산 방법,유가(달러),유가 계산 방법
202201,112.0,327.37,원/아랍연방토후국 더히람,83.47,달러/배럴
202202,209.0,327.45,원/아랍연방토후국 더히람,92.36,달러/배럴
202203,179.0,329.65,원/아랍연방토후국 더히람,110.93,달러/배럴
202204,230.0,345.61,원/아랍연방토후국 더히람,102.82,달러/배럴
202205,279.0,339.17,원/아랍연방토후국 더히람,108.16,달러/배럴
202206,392.0,351.99,원/아랍연방토후국 더히람,113.27,달러/배럴
202207,468.0,355.01,원/아랍연방토후국 더히람,103.14,달러/배럴
202208,457.0,366.86,원/아랍연방토후국 더히람,96.63,달러/배럴
202209,462.0,390.62,원/아랍연방토후국 더히람,90.95,달러/배럴
202210,570.0,386.42,원/아랍연방토후국 더히람,91.16,달러/배럴
202211,566.0,362.5,원/아랍연방토후국 더히람,86.26,달러/배럴
202212,812.0,345.06,원/아랍연방토후국 더히람,77.22,달러/배럴
202301,330.0,334.53,원/아랍연방토후국 더히람,80.42,달러/배럴
202302,422.0,358.66,원/아랍연방토후국 더히람,82.11,달러/배럴
202303,535.0,354.99,원/아랍연방토후국 더히람,78.51,달러/배럴
202304,474.0,364.85,원/아랍연방토후국 더히람,83.44,달러/배럴
202305,674.0,360.05,원/아랍연방토후국 더히람,74.96,달러/배럴
202306,876.0,357.42,원/아랍연방토후국 더히람,74.99,달러/배럴
202307,912.0,348.49,원/아랍연방토후국 더히람,80.45,달러/배럴
202308,606.0,359.76,원/아랍연방토후국 더히람,86.46,달러/배럴
202309,521.0,366.14,원/아랍연방토후국 더히람,93.25,달러/배럴
202310,719.0,368.31,원/아랍연방토후국 더히람,89.75,달러/배럴
202311,608.0,350.98,원/아랍연방토후국 더히람,83.55,달러/배럴
202312,725.0,351.09,원/아랍연방토후국 더히람,77.33,달러/배럴
202401,488.0,362.27,원/아랍연방토후국 더히람,78.85,달러/배럴
202402,559.0,363.19,원/아랍연방토후국 더히람,80.88,달러/배럴
202403,247.0,366.76,원/아랍연방토후국 더히람,84.18,달러/배럴
202404,968.0,375.41,원/아랍연방토후국 더히람,89.17,달러/배럴
202405,1013.0,374.77,원/아랍연방토후국 더히람,84.04,달러/배럴
202406,746.0,378.22,원/아랍연방토후국 더히람,82.56,달러/배럴
202407,1079.0,376.97,원/아랍연방토후국 더히람,83.83,달러/배럴
