교통수단,방한 외래관광객(명),비중(%)
기타항구,1948.0,0.5
제주항구,736.0,0.2
인천항구,36.0,0.0
부산항구,1228.0,0.3
기타공항,321.0,0.1
제주공항,345.0,0.1
김포공항,4378.0,1.0
김해공항,3743.0,0.9
인천공항,415315.0,97.0
