교통수단,방한 외래관광객(명),비중(%)
기타항구,218343.0,16.0
제주항구,146932.0,10.8
인천항구,39494.0,2.9
부산항구,237205.0,17.4
기타공항,1530.0,0.1
제주공항,7701.0,0.6
김포공항,9796.0,0.7
김해공항,52282.0,3.8
인천공항,651517.0,47.7
