기준년월,순위,값(%)
2022,1위,MakeMyTrip(22.2%)
2022,2위,Booking.com(12%)
2022,3위,Yatra(9%)
2022,4위,TripAdvisor(7%)
2022,5위,OYO(6.8%)
2023,1위,MakeMyTrip(29.2%)
2023,2위,Booking.com(7.6%)
2023,3위,Airbnb(6.4%)
2023,4위,Goibibo(6%)
2023,5위,TripAdvisor=Yatra(5.4%)
2024,1위,MakeMyTrip(26%)
2024,2위,Booking.com(14.4%)
2024,3위,Agoda(6.9%)
2024,4위,Yatra(6.2%)
2024,5위,Goibibo(5.6%)
