기준년월,순위,값(%)
2022,1위,Booking.com(12.6%)
2022,2위,Hotels.com(10.7%)
2022,3위,Expedia(10%)
2022,4위,Trivago(9.5%)
2022,5위,TripAdvisor(8.6%)
2023,1위,Expedia(14.9%)
2023,2위,Booking.com(11.6%)
2023,3위,Airbnb(9%)
2023,4위,활용 계획 없음(8.4%)
2023,5위,Hotels.com(7.9%)
2024,1위,Expedia(15.1%)
2024,2위,Booking.com(8.9%)
2024,3위,TripAdvisor(8.3%)
2024,4위,Hotels.com(7%)
2024,5위,Airbnb(6.6%)
