기준년월,순위,값(%)
2022,1위,Booking.com(24.4%)
2022,2위,Air France(20.2%)
2022,3위,Airbnb(11.6%)
2022,4위,TripAdvisor(10.6%)
2022,5위,Le Guide du Routard(7.8%)
2023,1위,Booking.com(17.2%)
2023,2위,Air France(14%)
2023,3위,Airbnb(9.6%)
2023,4위,TripAdvisor(8.4%)
2023,5위,Expedia(8.2%)
2024,1위,Booking.com(21.1%)
2024,2위,Air France(15.1%)
2024,3위,Expedia(9%)
2024,4위,Airbnb(6.9%)
2024,5위,활용 계획 없음(5.6%)
