기준년월,순위,값(%)
2022,1위,Booking.com(21%)
2022,2위,Expedia(10.4%)
2022,3위,Trivago(10.2%)
2022,4위,Check24(9.2%)
2022,5위,DERTour(6.4%)
2023,1위,Booking.com(28%)
2023,2위,Check24(13.4%)
2023,3위,Expedia(9.4%)
2023,4위,활용 계획 없음(8.4%)
2023,5위,TUI(7.6%)
2024,1위,Booking.com(23.7%)
2024,2위,Check24(13.1%)
2024,3위,TUI(9.2%)
2024,4위,Fluege.de(6%)
2024,5위,Expedia(5.6%)
