교통수단,방한 외래관광객(명),비중(%)
기타항구,4964.0,0.4
제주항구,5196.0,0.5
인천항구,6808.0,0.6
부산항구,45690.0,4.0
기타공항,3291.0,0.3
제주공항,6235.0,0.6
김포공항,43888.0,3.9
김해공항,39214.0,3.5
인천공항,976591.0,86.3
