기준연월,방한 외래관광객(명),환율(원),환율 계산 방법,유가(달러),유가 계산 방법
202401,6484.0,1443.1,원/유로,78.85,달러/배럴
202402,7210.0,1445.92,원/유로,80.88,달러/배럴
202403,18571.0,1452.93,원/유로,84.18,달러/배럴
202404,21296.0,1477.48,원/유로,89.17,달러/배럴
202405,15189.0,1491.09,원/유로,84.04,달러/배럴
202406,10066.0,1487.07,원/유로,82.56,달러/배럴
202407,10617.0,1497.51,원/유로,83.83,달러/배럴
202408,14477.0,1479.58,원/유로,77.6,달러/배럴
202409,16795.0,1474.06,원/유로,73.52,달러/배럴
202410,17690.0,1502.19,원/유로,74.94,달러/배럴
202411,10618.0,1472.04,원/유로,72.61,달러/배럴
202412,8172.0,1528.73,원/유로,73.23,달러/배럴
202501,6053.0,1488.84,원/유로,80.41,달러/배럴
202502,7597.0,1496.97,원/유로,77.92,달러/배럴
202503,18334.0,1587.85,원/유로,72.49,달러/배럴
202504,27847.0,1638.24,원/유로,67.74,달러/배럴
202505,15251.0,1571.14,원/유로,63.73,달러/배럴
202506,11925.0,1591.8,원/유로,69.26,달러/배럴
202507,11340.0,1579.62,원/유로,70.87,달러/배럴
202508,16519.0,1621.61,원/유로,69.39,달러/배럴
202509,19312.0,1644.5,원/유로,70.01,달러/배럴
202510,19677.0,1646.5,원/유로,65.0,달러/배럴
202511,12934.0,1699.17,원/유로,64.47,달러/배럴
202512,9047.0,1685.72,원/유로,62.05,달러/배럴
