교통수단,방한 외래관광객(명),비중(%)
기타항구,454193.0,21.8
제주항구,2715.0,0.1
인천항구,9297.0,0.4
부산항구,88691.0,4.3
기타공항,6421.0,0.3
제주공항,7125.0,0.3
김포공항,56163.0,2.7
김해공항,177024.0,8.5
인천공항,1282975.0,61.5
