교통수단,방한 외래관광객(명),비중(%)
기타항구,57432.0,1.6
제주항구,9744.0,0.3
인천항구,5344.0,0.2
부산항구,8945.0,0.3
기타공항,52219.0,1.5
제주공항,30786.0,0.9
김포공항,6309.0,0.2
김해공항,535815.0,15.2
인천공항,2809021.0,79.9
