기준년월,순위,값(%)
2022,1위,Traveloka(20.6%)
2022,2위,Booking.com(19.8%)
2022,3위,Agoda(13.8%)
2022,4위,활용 계획 없음(7.6%)
2022,5위,Trivago(7.4%)
2023,1위,Booking.com(27.6%)
2023,2위,Traveloka(15.4%)
2023,3위,Agoda(12%)
2023,4위,Vietravel(11%)
2023,5위,Trivago(9.4%)
2024,1위,Traveloka(20.2%)
2024,2위,Booking.com(13.8%)
2024,3위,Vietravel(13.1%)
2024,4위,Agoda(9%)
2024,5위,Trivago(5.6%)
