교통수단,방한 외래관광객(명),비중(%)
기타항구,15148.0,0.4
제주항구,4757.0,0.1
인천항구,3457.0,0.1
부산항구,32107.0,0.9
기타공항,25328.0,0.7
제주공항,209836.0,5.6
김포공항,9619.0,0.3
김해공항,327361.0,8.7
인천공항,3144670.0,83.4
