기준연월,방한 외래관광객(명),환율(원),환율 계산 방법,유가(달러),유가 계산 방법
202310,46482.0,37.68,원/태국바트,89.75,달러/배럴
202311,30164.0,37.05,원/태국바트,83.55,달러/배럴
202312,33449.0,37.62,원/태국바트,77.33,달러/배럴
202401,20516.0,37.84,원/태국바트,78.85,달러/배럴
202402,22347.0,37.21,원/태국바트,80.88,달러/배럴
202403,33518.0,37.48,원/태국바트,84.18,달러/배럴
202404,43074.0,37.5,원/태국바트,89.17,달러/배럴
202405,28723.0,37.59,원/태국바트,84.04,달러/배럴
202406,20150.0,37.83,원/태국바트,82.56,달러/배럴
202407,18056.0,38.59,원/태국바트,83.83,달러/배럴
202408,16775.0,39.36,원/태국바트,77.6,달러/배럴
202409,18868.0,40.75,원/태국바트,73.52,달러/배럴
202410,40167.0,41.42,원/태국바트,74.94,달러/배럴
202411,28920.0,40.52,원/태국바트,72.61,달러/배럴
202412,32742.0,43.01,원/태국바트,73.23,달러/배럴
202501,20447.0,42.58,원/태국바트,80.41,달러/배럴
202502,20598.0,42.64,원/태국바트,77.92,달러/배럴
202503,27942.0,43.42,원/태국바트,72.49,달러/배럴
202504,40689.0,43.01,원/태국바트,67.74,달러/배럴
202505,29480.0,42.48,원/태국바트,63.73,달러/배럴
202506,21179.0,41.57,원/태국바트,69.26,달러/배럴
202507,20856.0,42.62,원/태국바트,70.87,달러/배럴
202508,18844.0,43.03,원/태국바트,69.39,달러/배럴
202509,21535.0,43.83,원/태국바트,70.01,달러/배럴
202510,40937.0,43.99,원/태국바트,65.0,달러/배럴
202511,32303.0,45.45,원/태국바트,64.47,달러/배럴
202512,39120.0,45.63,원/태국바트,62.05,달러/배럴
