기준년월,순위,값(%)
2022,1위,Expedia(16.2%)
2022,2위,Aircanada.com(9.8%)
2022,3위,Airbnb(9%)
2022,4위,TripAdvisor(8.2%)
2022,5위,Trivago(7%)
2023,1위,Expedia(26.6%)
2023,2위,Aircanada.com(11.8%)
2023,3위,활용 계획 없음(9.2%)
2023,4위,Booking.com(8.8%)
2023,5위,Airbnb(7%)
2024,1위,Expedia(22.6%)
2024,2위,Booking.com(10.3%)
2024,3위,TripAdvisor(10.1%)
2024,4위,Aircanada.com(8.4%)
2024,5위,Airbnb(6.5%)
