기준년월,순위,값(%)
2022,1위,YouTube(34.4%)
2022,2위,Facebook(20%)
2022,3위,WhatsApp=Instagram(13%)
2022,4위,Facebook Messenger(4.2%)
2022,5위,Wechat(3.6%)
2023,1위,YouTube(29.4%)
2023,2위,Facebook(17.8%)
2023,3위,Instagram(9.8%)
2023,4위,WhatsApp(8.2%)
2023,5위,Twitter(X)(5.4%)
2024,1위,YouTube(26.7%)
2024,2위,Facebook(12.3%)
2024,3위,Instagram(11.8%)
2024,4위,WhatsApp(6%)
2024,5위,Twitter(X)=Netflix(4.9%)
