교통수단,방한 외래관광객(명),비중(%)
기타항구,6484.0,0.1
제주항구,10405.0,0.2
인천항구,2352.0,0.0
부산항구,23296.0,0.5
기타공항,12555.0,0.3
제주공항,243956.0,4.9
김포공항,28992.0,0.6
김해공항,413451.0,8.3
인천공항,4219277.0,85.1
