기준년월,순위,값(%)
2022,1위,Expedia(14.8%)
2022,2위,KLOOK(9.6%)
2022,3위,Agoda(9%)
2022,4위,Trip.com(8.6%)
2022,5위,Wing On Travel(8.4%)
2023,1위,Trip.com(10.8%)
2023,2위,Agoda(9.6%)
2023,3위,Expedia=Klook(8.2%)
2023,4위,Booking.com(7.0%)
2023,5위,Trivago(6.0%)
2024,1위,Trip.com(15.7%)
2024,2위,Agoda(12.5%)
2024,3위,Booking.com(6.9%)
2024,4위,Expedia(6.7%)
2024,5위,Trivago=Klook(5.8%)
