기준연월,방한 외래관광객(명),환율(원),환율 계산 방법,유가(달러),유가 계산 방법
202304,38138.0,170.7,원/홍콩달러,83.44,달러/배럴
202305,28617.0,168.77,원/홍콩달러,74.96,달러/배럴
202306,31874.0,167.63,원/홍콩달러,74.99,달러/배럴
202307,39527.0,164.17,원/홍콩달러,80.45,달러/배럴
202308,43031.0,168.86,원/홍콩달러,86.46,달러/배럴
202309,30424.0,171.95,원/홍콩달러,93.25,달러/배럴
202310,41375.0,172.98,원/홍콩달러,89.75,달러/배럴
202311,38052.0,165.16,원/홍콩달러,83.55,달러/배럴
202312,42777.0,165.12,원/홍콩달러,77.33,달러/배럴
202401,25755.0,170.22,원/홍콩달러,78.85,달러/배럴
202402,35458.0,170.57,원/홍콩달러,80.88,달러/배럴
202403,49235.0,172.16,원/홍콩달러,84.18,달러/배럴
202404,42654.0,176.18,원/홍콩달러,89.17,달러/배럴
202405,45790.0,176.22,원/홍콩달러,84.04,달러/배럴
202406,54449.0,177.9,원/홍콩달러,82.56,달러/배럴
202407,58305.0,177.3,원/홍콩달러,83.83,달러/배럴
202408,61864.0,171.25,원/홍콩달러,77.6,달러/배럴
202409,40033.0,169.77,원/홍콩달러,73.52,달러/배럴
202410,52439.0,178.03,원/홍콩달러,74.94,달러/배럴
202411,46766.0,179.27,원/홍콩달러,72.61,달러/배럴
202412,58670.0,189.29,원/홍콩달러,73.23,달러/배럴
202501,44278.0,184.16,원/홍콩달러,80.41,달러/배럴
202502,30270.0,185.1,원/홍콩달러,77.92,달러/배럴
202503,44030.0,188.68,원/홍콩달러,72.49,달러/배럴
202504,64591.0,185.39,원/홍콩달러,67.74,달러/배럴
202505,51363.0,176.96,원/홍콩달러,63.73,달러/배럴
202506,56109.0,172.83,원/홍콩달러,69.26,달러/배럴
202507,64224.0,176.18,원/홍콩달러,70.87,달러/배럴
202508,64860.0,178.19,원/홍콩달러,69.39,달러/배럴
202509,40879.0,180.15,원/홍콩달러,70.01,달러/배럴
202510,44671.0,183.18,원/홍콩달러,65.0,달러/배럴
202511,49635.0,188.36,원/홍콩달러,64.47,달러/배럴
202512,68239.0,184.41,원/홍콩달러,62.05,달러/배럴
