기준연월,방한 외래관광객(명),환율(원),환율 계산 방법,유가(달러),유가 계산 방법
202208,911.0,66.88,원/멕시코 페소 ,96.63,달러/배럴
202209,1078.0,71.45,원/멕시코 페소 ,90.95,달러/배럴
202210,1298.0,71.59,원/멕시코 페소 ,91.16,달러/배럴
202211,1105.0,69.25,원/멕시코 페소 ,86.26,달러/배럴
202212,994.0,65.15,원/멕시코 페소 ,77.22,달러/배럴
202301,800.0,65.43,원/멕시코 페소 ,80.42,달러/배럴
202302,850.0,71.71,원/멕시코 페소 ,82.11,달러/배럴
202303,1434.0,72.03,원/멕시코 페소 ,78.51,달러/배럴
202304,2511.0,74.28,원/멕시코 페소 ,83.44,달러/배럴
202305,1724.0,74.86,원/멕시코 페소 ,74.96,달러/배럴
202306,1562.0,76.65,원/멕시코 페소 ,74.99,달러/배럴
202307,2859.0,76.72,원/멕시코 페소 ,80.45,달러/배럴
202308,2127.0,78.85,원/멕시코 페소 ,86.46,달러/배럴
202309,2142.0,77.92,원/멕시코 페소 ,93.25,달러/배럴
202310,2626.0,74.9,원/멕시코 페소 ,89.75,달러/배럴
202311,1986.0,74.57,원/멕시코 페소 ,83.55,달러/배럴
202312,1520.0,75.97,원/멕시코 페소 ,77.33,달러/배럴
202401,1228.0,77.95,원/멕시코 페소 ,78.85,달러/배럴
202402,1319.0,78.03,원/멕시코 페소 ,80.88,달러/배럴
202403,3066.0,81.09,원/멕시코 페소 ,84.18,달러/배럴
202404,2927.0,82.09,원/멕시코 페소 ,89.17,달러/배럴
202405,2443.0,82.0,원/멕시코 페소 ,84.04,달러/배럴
202406,2549.0,76.29,원/멕시코 페소 ,82.56,달러/배럴
202407,3901.0,76.49,원/멕시코 페소 ,83.83,달러/배럴
202408,8176.0,69.66,원/멕시코 페소 ,77.6,달러/배럴
202409,8333.0,67.08,원/멕시코 페소 ,73.52,달러/배럴
202410,10446.0,70.16,원/멕시코 페소 ,74.94,달러/배럴
