기준연월,방한 외래관광객(명),환율(원),환율 계산 방법,유가(달러),유가 계산 방법
202301,12585.0,0.36,원/몽골투그릭,80.42,달러/배럴
202302,10000.0,0.37,원/몽골투그릭,82.11,달러/배럴
202303,12412.0,0.37,원/몽골투그릭,78.51,달러/배럴
202304,9909.0,0.39,원/몽골투그릭,83.44,달러/배럴
202305,10009.0,0.38,원/몽골투그릭,74.96,달러/배럴
202306,13187.0,0.38,원/몽골투그릭,74.99,달러/배럴
202307,11114.0,0.37,원/몽골투그릭,80.45,달러/배럴
202308,11767.0,0.38,원/몽골투그릭,86.46,달러/배럴
202309,11809.0,0.39,원/몽골투그릭,93.25,달러/배럴
202310,10364.0,0.39,원/몽골투그릭,89.75,달러/배럴
202311,10984.0,0.37,원/몽골투그릭,83.55,달러/배럴
202312,11076.0,0.37,원/몽골투그릭,77.33,달러/배럴
202401,12465.0,0.39,원/몽골투그릭,78.85,달러/배럴
202402,10036.0,0.39,원/몽골투그릭,80.88,달러/배럴
202403,10606.0,0.39,원/몽골투그릭,84.18,달러/배럴
202404,9456.0,0.4,원/몽골투그릭,89.17,달러/배럴
202405,10768.0,0.4,원/몽골투그릭,84.04,달러/배럴
202406,12578.0,0.4,원/몽골투그릭,82.56,달러/배럴
202407,12415.0,0.4,원/몽골투그릭,83.83,달러/배럴
202408,12964.0,0.4,원/몽골투그릭,77.6,달러/배럴
202409,14415.0,0.4,원/몽골투그릭,73.52,달러/배럴
202410,12472.0,0.4,원/몽골투그릭,74.94,달러/배럴
202411,11398.0,0.4,원/몽골투그릭,72.61,달러/배럴
202412,12329.0,0.43,원/몽골투그릭,73.23,달러/배럴
202501,15487.0,0.42,원/몽골투그릭,80.41,달러/배럴
202502,11164.0,0.42,원/몽골투그릭,77.92,달러/배럴
202503,14847.0,0.43,원/몽골투그릭,72.49,달러/배럴
202504,12996.0,0.4,원/몽골투그릭,67.74,달러/배럴
202505,11659.0,0.39,원/몽골투그릭,63.73,달러/배럴
202506,16955.0,0.38,원/몽골투그릭,69.26,달러/배럴
202507,14456.0,0.39,원/몽골투그릭,70.87,달러/배럴
202508,15682.0,0.39,원/몽골투그릭,69.39,달러/배럴
202509,13727.0,0.39,원/몽골투그릭,70.01,달러/배럴
202510,13805.0,0.4,원/몽골투그릭,65.0,달러/배럴
202511,12737.0,0.41,원/몽골투그릭,64.47,달러/배럴
202512,13386.0,0.4,원/몽골투그릭,62.05,달러/배럴
