기준년월,순위,값(%)
2022,1위,(0%)
2022,2위,(0%)
2022,3위,(0%)
2022,4위,(0%)
2022,5위,(0%)
2023,1위,Facebook(54%)
2023,2위,YouTube(24.6%)
2023,3위,Instagram(12.8%)
2023,4위,활용 계획 없음(6%)
2023,5위,Twitter(X)(1.2%)
2024,1위,Facebook(53.3%)
2024,2위,활용 계획 없음(18.3%)
2024,3위,YouTube(14.6%)
2024,4위,Instagram(10.1%)
2024,5위,Netflix(2.6%)
